Country,City,Charging Station ID,Charging Station Type,EV Model,Manufacturer,Battery Capacity (kWh),Charging Start Time,Charging End Time,Charging Duration (mins),Energy Delivered (kWh),Charging Cost ($),Payment Method,Temperature (°C),Charging Session Outcome,Station Utilization Rate (%)
Germany,Munich,CS-7956,DC Fast,Kia EV6,Kia,77,2025-03-04 00:35:20,2025-03-04 01:51:20,76,10.98,3.58,Subscription,11.3,Completed,20.6
China,Beijing,CS-9590,DC Fast,Nissan Leaf,Nissan,40,2025-03-30 07:03:33,2025-03-30 07:22:33,19,21.79,4.17,App,29.3,Failed,56.7
Norway,Bergen,CS-3689,DC Fast,BMW i3,BMW,42,2025-03-25 13:01:05,2025-03-25 14:59:05,118,11.84,4.28,App,23.2,Completed,78.8
Germany,Munich,CS-7244,Level 2,Audi e-tron,Audi,95,2025-03-25 15:38:34,2025-03-25 18:08:34,150,7.94,1.81,Subscription,32.8,Failed,56.0
France,Nice,CS-7653,Level 1,Nissan Leaf,Nissan,40,2025-01-10 08:24:06,2025-01-10 11:17:06,173,35.83,11.49,Subscription,32.8,Failed,39.1
USA,New York,CS-5761,Level 2,Porsche Taycan,Porsche,93,2025-02-10 23:31:20,2025-02-11 01:19:20,108,45.95,5.16,Card,20.9,Failed,15.4
France,Paris,CS-2073,DC Fast,Audi e-tron,Audi,95,2025-02-04 14:33:38,2025-02-04 15:49:38,76,53.57,15.79,Subscription,29.8,Failed,26.8
France,Lyon,CS-3645,Level 1,Audi e-tron,Audi,95,2025-01-26 09:47:54,2025-01-26 11:10:54,83,50.32,11.42,Card,9.9,Aborted,48.9
Japan,Tokyo,CS-8404,Level 2,Kia EV6,Kia,77,2025-01-23 18:43:12,2025-01-23 21:14:12,151,53.84,13.99,App,19.8,Failed,85.6
Germany,Berlin,CS-7774,Level 2,Kia EV6,Kia,77,2025-03-29 19:22:02,2025-03-29 19:59:02,37,10.77,3.98,Card,-0.6,Aborted,19.0
UK,Manchester,CS-6182,Level 2,BMW i3,BMW,42,2025-03-25 00:01:21,2025-03-25 01:08:21,67,24.27,6.99,App,33.8,Failed,84.5
Norway,Bergen,CS-4852,Level 1,Porsche Taycan,Porsche,93,2025-03-18 13:46:55,2025-03-18 15:54:55,128,69.92,7.44,Card,-4.1,Completed,76.8
Japan,Yokohama,CS-8455,Level 2,Audi e-tron,Audi,95,2025-03-20 23:51:30,2025-03-21 01:51:30,120,57.08,16.94,App,18.7,Failed,52.4
Japan,Osaka,CS-6561,Level 2,Kia EV6,Kia,77,2025-03-26 06:20:56,2025-03-26 07:52:56,92,45.84,16.94,Card,26.6,Completed,48.7
China,Beijing,CS-9673,DC Fast,BMW i3,BMW,42,2025-02-06 07:57:47,2025-02-06 09:42:47,105,15.52,6.0,Card,23.5,Aborted,24.6
UK,Birmingham,CS-4755,Level 2,BMW i3,BMW,42,2025-04-07 03:21:20,2025-04-07 04:17:20,56,13.8,1.55,Subscription,0.1,Aborted,39.6
France,Nice,CS-3180,Level 2,Tesla Model 3,Tesla,60,2025-03-01 04:15:18,2025-03-01 05:51:18,96,58.79,8.49,Subscription,34.0,Failed,34.1
USA,Los Angeles,CS-7223,Level 1,Kia EV6,Kia,77,2025-03-31 12:01:45,2025-03-31 12:53:45,52,73.24,27.71,Card,33.8,Failed,88.0
India,Bangalore,CS-5917,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-01-13 13:09:42,2025-01-13 15:25:42,136,57.86,22.62,Subscription,0.9,Failed,68.3
Norway,Bergen,CS-6123,DC Fast,Nissan Leaf,Nissan,40,2025-01-19 03:05:01,2025-01-19 05:22:01,137,36.51,5.18,Card,7.3,Aborted,59.4
France,Lyon,CS-8285,Level 1,Audi e-tron,Audi,95,2025-04-04 11:44:42,2025-04-04 12:22:42,38,34.37,9.71,Subscription,16.1,Aborted,25.7
Germany,Hamburg,CS-9199,Level 2,Kia EV6,Kia,77,2025-02-22 05:47:12,2025-02-22 06:24:12,37,75.26,16.43,App,19.1,Failed,85.5
India,Delhi,CS-9434,Level 2,BMW i3,BMW,42,2025-03-28 22:17:29,2025-03-29 00:21:29,124,18.68,3.96,App,9.1,Aborted,79.9
Germany,Berlin,CS-6066,DC Fast,Kia EV6,Kia,77,2025-01-11 07:03:16,2025-01-11 09:04:16,121,62.87,11.73,App,24.1,Aborted,21.2
Australia,Brisbane,CS-5630,DC Fast,Nissan Leaf,Nissan,40,2025-03-31 00:22:54,2025-03-31 01:13:54,51,12.27,2.97,App,-2.4,Failed,70.5
Germany,Berlin,CS-2038,DC Fast,Porsche Taycan,Porsche,93,2025-01-29 12:36:51,2025-01-29 15:34:51,178,85.47,19.18,App,23.4,Completed,25.9
Canada,Vancouver,CS-3313,DC Fast,Renault Zoe,Renault,52,2025-03-01 19:51:29,2025-03-01 22:11:29,140,6.98,2.43,App,14.8,Failed,47.1
USA,New York,CS-6481,DC Fast,BMW i3,BMW,42,2025-02-14 03:40:17,2025-02-14 05:02:17,82,16.11,4.71,App,-0.0,Failed,81.4
Canada,Toronto,CS-4543,Level 2,Kia EV6,Kia,77,2025-02-19 00:13:40,2025-02-19 03:13:40,180,22.62,3.07,App,34.8,Completed,57.9
India,Bangalore,CS-7359,DC Fast,Kia EV6,Kia,77,2025-04-07 01:37:38,2025-04-07 04:16:38,159,36.4,6.46,App,34.0,Completed,39.9
Australia,Sydney,CS-8220,Level 2,Hyundai Kona Electric,Hyundai,64,2025-03-24 04:11:14,2025-03-24 05:07:14,56,39.32,5.66,Subscription,0.4,Completed,14.2
India,Delhi,CS-9670,Level 1,Audi e-tron,Audi,95,2025-02-14 08:03:21,2025-02-14 08:30:21,27,31.09,8.05,Subscription,2.8,Failed,24.7
Germany,Hamburg,CS-7494,DC Fast,BMW i3,BMW,42,2025-03-19 02:37:45,2025-03-19 05:11:45,154,16.94,3.3,App,5.9,Failed,65.1
Germany,Hamburg,CS-6255,DC Fast,BYD Han,BYD,76,2025-03-01 04:50:34,2025-03-01 06:35:34,105,63.46,6.59,App,9.9,Aborted,43.0
UK,London,CS-3186,DC Fast,Chevy Bolt,Chevrolet,66,2025-02-06 10:04:05,2025-02-06 10:58:05,54,35.71,12.48,Subscription,22.6,Failed,77.7
Japan,Yokohama,CS-7269,Level 1,Nissan Leaf,Nissan,40,2025-03-16 23:00:47,2025-03-17 01:01:47,121,21.12,2.6,Card,14.2,Aborted,65.3
UK,Manchester,CS-6505,DC Fast,BYD Han,BYD,76,2025-01-20 07:23:33,2025-01-20 09:51:33,148,59.21,12.0,App,-3.8,Completed,27.8
UK,Birmingham,CS-4743,Level 1,Chevy Bolt,Chevrolet,66,2025-01-22 10:19:18,2025-01-22 11:52:18,93,12.65,1.76,App,22.6,Completed,16.2
Norway,Bergen,CS-3485,DC Fast,Tesla Model 3,Tesla,60,2025-03-06 19:59:29,2025-03-06 21:04:29,65,10.93,3.69,Subscription,-2.6,Completed,82.7
USA,New York,CS-4810,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-03-23 04:17:06,2025-03-23 04:34:06,17,49.52,16.57,Card,18.5,Completed,24.8
India,Mumbai,CS-9796,DC Fast,Nissan Leaf,Nissan,40,2025-03-27 08:02:10,2025-03-27 08:54:10,52,34.61,13.24,App,9.1,Failed,72.5
Australia,Sydney,CS-6921,Level 1,Renault Zoe,Renault,52,2025-03-17 08:39:12,2025-03-17 11:19:12,160,8.21,2.84,Subscription,3.7,Completed,87.1
UK,Birmingham,CS-7198,DC Fast,Tesla Model 3,Tesla,60,2025-01-14 04:20:13,2025-01-14 05:00:13,40,55.83,21.0,App,9.7,Failed,24.8
Germany,Berlin,CS-9749,Level 2,Audi e-tron,Audi,95,2025-03-23 11:37:00,2025-03-23 13:29:00,112,43.17,10.98,Card,25.5,Aborted,19.9
Germany,Hamburg,CS-2368,DC Fast,BMW i3,BMW,42,2025-03-18 19:02:48,2025-03-18 21:23:48,141,33.2,10.34,Subscription,-3.4,Aborted,49.5
Canada,Vancouver,CS-2480,Level 2,Kia EV6,Kia,77,2025-03-22 07:15:08,2025-03-22 10:03:08,168,58.0,17.75,Card,17.2,Aborted,88.8
Canada,Toronto,CS-3476,Level 1,Nissan Leaf,Nissan,40,2025-02-17 03:08:23,2025-02-17 05:24:23,136,37.87,7.96,Subscription,14.7,Completed,41.7
Japan,Yokohama,CS-7355,DC Fast,Nissan Leaf,Nissan,40,2025-01-27 19:53:56,2025-01-27 20:38:56,45,10.02,2.21,Card,24.7,Completed,15.2
France,Lyon,CS-8909,Level 1,Chevy Bolt,Chevrolet,66,2025-03-20 00:36:12,2025-03-20 03:23:12,167,56.49,12.5,App,24.0,Aborted,71.2
Australia,Brisbane,CS-7719,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-02-16 19:12:53,2025-02-16 22:11:53,179,60.65,12.54,Subscription,33.0,Aborted,50.9
UK,Manchester,CS-9178,DC Fast,Nissan Leaf,Nissan,40,2025-01-31 11:42:02,2025-01-31 12:28:02,46,13.77,3.43,Card,-3.8,Failed,14.2
Germany,Munich,CS-6076,Level 1,Tesla Model 3,Tesla,60,2025-01-27 13:16:46,2025-01-27 14:16:46,60,26.04,7.91,App,19.9,Completed,70.8
Japan,Osaka,CS-9066,DC Fast,Kia EV6,Kia,77,2025-03-22 11:52:08,2025-03-22 12:58:08,66,26.14,6.52,App,16.7,Failed,53.7
USA,Los Angeles,CS-3950,Level 2,Nissan Leaf,Nissan,40,2025-03-05 19:29:36,2025-03-05 21:22:36,113,20.75,7.38,App,-3.6,Completed,54.5
China,Shenzhen,CS-8862,Level 2,BMW i3,BMW,42,2025-04-05 07:39:11,2025-04-05 09:59:11,140,20.94,4.06,App,25.6,Failed,64.0
Japan,Yokohama,CS-2929,Level 1,Renault Zoe,Renault,52,2025-01-24 15:48:23,2025-01-24 18:29:23,161,27.08,7.28,Subscription,-2.8,Aborted,49.6
Canada,Montreal,CS-4729,Level 1,Audi e-tron,Audi,95,2025-02-22 14:05:28,2025-02-22 15:32:28,87,33.84,3.67,Card,28.5,Aborted,74.8
Australia,Sydney,CS-9092,Level 2,Audi e-tron,Audi,95,2025-03-31 05:10:37,2025-03-31 07:02:37,112,13.76,2.8,App,9.1,Failed,29.5
France,Nice,CS-3482,Level 2,Hyundai Kona Electric,Hyundai,64,2025-02-25 20:31:46,2025-02-25 23:17:46,166,10.01,3.07,Card,8.5,Completed,53.1
USA,Los Angeles,CS-4064,Level 1,Porsche Taycan,Porsche,93,2025-02-01 13:55:37,2025-02-01 16:35:37,160,50.3,11.39,Subscription,13.8,Completed,88.9
Canada,Montreal,CS-6302,Level 1,Porsche Taycan,Porsche,93,2025-04-07 07:11:23,2025-04-07 08:48:23,97,55.38,18.97,Subscription,22.0,Aborted,49.7
India,Mumbai,CS-4709,Level 2,BYD Han,BYD,76,2025-01-18 17:04:54,2025-01-18 18:35:54,91,30.8,7.11,Subscription,28.9,Completed,77.2
Japan,Tokyo,CS-2172,Level 2,Hyundai Kona Electric,Hyundai,64,2025-01-16 16:12:58,2025-01-16 17:34:58,82,7.8,3.11,Card,20.0,Completed,67.4
Australia,Sydney,CS-7652,DC Fast,BYD Han,BYD,76,2025-01-17 10:13:12,2025-01-17 11:54:12,101,24.41,6.59,App,12.1,Aborted,73.7
China,Shenzhen,CS-9836,Level 2,Hyundai Kona Electric,Hyundai,64,2025-01-14 18:17:09,2025-01-14 20:22:09,125,44.14,8.56,App,5.1,Failed,46.3
Japan,Tokyo,CS-5233,DC Fast,Tesla Model 3,Tesla,60,2025-02-25 00:25:10,2025-02-25 03:20:10,175,43.68,15.67,App,3.5,Failed,85.0
China,Shenzhen,CS-3497,DC Fast,Renault Zoe,Renault,52,2025-01-31 09:21:40,2025-01-31 12:13:40,172,45.08,16.77,Subscription,20.1,Failed,26.1
Norway,Oslo,CS-5997,Level 2,Chevy Bolt,Chevrolet,66,2025-01-30 21:50:24,2025-01-30 22:43:24,53,50.53,16.66,App,7.7,Completed,60.7
Canada,Vancouver,CS-2564,Level 1,Hyundai Kona Electric,Hyundai,64,2025-04-04 02:21:16,2025-04-04 05:21:16,180,14.47,4.43,App,4.5,Completed,25.4
France,Lyon,CS-1776,DC Fast,Kia EV6,Kia,77,2025-02-03 09:06:44,2025-02-03 11:25:44,139,45.31,10.46,Card,3.1,Aborted,20.9
China,Shanghai,CS-3972,DC Fast,Renault Zoe,Renault,52,2025-01-26 13:26:38,2025-01-26 14:26:38,60,35.28,3.97,App,26.3,Completed,78.8
Germany,Munich,CS-6342,Level 2,BYD Han,BYD,76,2025-01-15 09:33:02,2025-01-15 11:04:02,91,66.57,24.64,App,21.9,Completed,41.8
UK,London,CS-7412,DC Fast,Nissan Leaf,Nissan,40,2025-03-16 19:04:36,2025-03-16 21:45:36,161,30.71,11.67,Subscription,28.2,Failed,30.1
Germany,Berlin,CS-4947,DC Fast,BYD Han,BYD,76,2025-01-26 15:02:37,2025-01-26 15:48:37,46,59.9,11.62,Subscription,10.6,Failed,69.5
Canada,Toronto,CS-7627,Level 2,BMW i3,BMW,42,2025-02-24 23:05:35,2025-02-24 23:47:35,42,11.48,4.49,App,5.2,Failed,14.5
Japan,Osaka,CS-7480,Level 1,Nissan Leaf,Nissan,40,2025-04-03 08:50:36,2025-04-03 10:26:36,96,24.1,5.84,App,30.2,Completed,39.0
India,Delhi,CS-5870,DC Fast,Tesla Model 3,Tesla,60,2025-04-01 07:54:27,2025-04-01 10:54:27,180,58.17,16.39,Subscription,27.0,Completed,65.3
France,Lyon,CS-8667,Level 2,Renault Zoe,Renault,52,2025-02-02 01:05:10,2025-02-02 02:58:10,113,19.54,7.57,Subscription,-0.1,Completed,78.6
Canada,Toronto,CS-7784,Level 1,Porsche Taycan,Porsche,93,2025-02-03 22:52:13,2025-02-04 00:12:13,80,31.48,11.99,App,3.4,Completed,83.3
India,Bangalore,CS-5947,Level 2,Porsche Taycan,Porsche,93,2025-02-15 00:15:05,2025-02-15 00:38:05,23,29.12,3.61,App,24.5,Aborted,67.4
Germany,Berlin,CS-2670,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-02-14 02:10:48,2025-02-14 04:34:48,144,8.92,2.02,Subscription,24.5,Aborted,65.6
USA,San Francisco,CS-5330,Level 1,BMW i3,BMW,42,2025-02-01 03:27:53,2025-02-01 06:23:53,176,21.41,6.26,App,3.0,Aborted,35.1
Germany,Berlin,CS-9902,DC Fast,BMW i3,BMW,42,2025-03-29 05:52:18,2025-03-29 07:10:18,78,24.11,9.42,Card,28.9,Failed,42.8
India,Delhi,CS-3125,Level 2,Kia EV6,Kia,77,2025-03-06 14:56:11,2025-03-06 15:45:11,49,23.77,7.28,App,2.9,Aborted,39.4
Canada,Vancouver,CS-8122,DC Fast,BYD Han,BYD,76,2025-03-20 21:18:07,2025-03-20 22:30:07,72,6.47,0.69,Subscription,19.5,Completed,82.5
Norway,Oslo,CS-7933,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-02-28 10:34:29,2025-02-28 11:32:29,58,7.94,2.27,App,1.0,Aborted,23.6
Australia,Sydney,CS-3387,Level 2,Tesla Model 3,Tesla,60,2025-03-09 04:22:03,2025-03-09 06:51:03,149,28.93,10.88,Subscription,14.8,Completed,67.1
France,Lyon,CS-1320,Level 1,Hyundai Kona Electric,Hyundai,64,2025-02-09 16:40:38,2025-02-09 19:01:38,141,27.54,6.32,Subscription,3.6,Aborted,68.1
France,Lyon,CS-8028,Level 2,BMW i3,BMW,42,2025-03-17 16:30:21,2025-03-17 18:29:21,119,34.32,3.73,Card,19.7,Completed,39.6
Norway,Oslo,CS-8257,DC Fast,Tesla Model 3,Tesla,60,2025-01-25 07:45:59,2025-01-25 10:00:59,135,12.33,2.43,App,22.5,Failed,40.7
Canada,Montreal,CS-1898,Level 1,BYD Han,BYD,76,2025-03-06 11:53:46,2025-03-06 13:13:46,80,10.19,2.72,App,32.2,Aborted,82.7
Australia,Brisbane,CS-8597,Level 2,BYD Han,BYD,76,2025-03-11 00:00:43,2025-03-11 00:26:43,26,5.38,1.35,App,34.1,Failed,39.7
Japan,Tokyo,CS-5036,Level 2,BYD Han,BYD,76,2025-02-10 15:50:05,2025-02-10 16:50:05,60,23.48,5.9,App,0.3,Aborted,66.8
Canada,Toronto,CS-8483,Level 2,Hyundai Kona Electric,Hyundai,64,2025-02-04 10:19:05,2025-02-04 11:03:05,44,23.48,9.24,App,24.9,Aborted,32.6
China,Shenzhen,CS-9881,Level 2,Hyundai Kona Electric,Hyundai,64,2025-04-07 00:49:05,2025-04-07 03:16:05,147,23.47,8.63,Subscription,34.8,Completed,54.5
Norway,Oslo,CS-3831,Level 2,Chevy Bolt,Chevrolet,66,2025-03-01 23:32:54,2025-03-02 00:25:54,53,8.33,1.29,App,1.5,Aborted,44.9
Norway,Oslo,CS-4586,Level 2,Kia EV6,Kia,77,2025-02-06 14:45:56,2025-02-06 16:31:56,106,76.19,20.44,App,-0.5,Failed,79.4
Germany,Munich,CS-6049,Level 1,Nissan Leaf,Nissan,40,2025-01-23 03:54:38,2025-01-23 05:01:38,67,35.39,5.46,Subscription,15.3,Aborted,55.1
Australia,Sydney,CS-6785,Level 2,BYD Han,BYD,76,2025-03-19 09:07:30,2025-03-19 09:23:30,16,42.35,11.49,Card,4.8,Aborted,64.2
India,Mumbai,CS-8130,Level 1,Hyundai Kona Electric,Hyundai,64,2025-03-20 14:04:13,2025-03-20 14:50:13,46,28.26,7.83,App,1.2,Completed,46.8
Norway,Bergen,CS-3897,Level 1,Hyundai Kona Electric,Hyundai,64,2025-01-15 21:57:36,2025-01-16 00:44:36,167,43.82,8.71,Subscription,19.9,Aborted,36.0
Australia,Sydney,CS-2150,Level 1,Chevy Bolt,Chevrolet,66,2025-02-21 20:30:00,2025-02-21 20:57:00,27,53.9,9.97,Subscription,-2.2,Failed,40.5
Canada,Vancouver,CS-8813,Level 1,BMW i3,BMW,42,2025-02-02 11:30:40,2025-02-02 12:46:40,76,40.71,14.64,Card,29.1,Completed,41.1
Canada,Vancouver,CS-1147,DC Fast,BMW i3,BMW,42,2025-01-18 04:12:32,2025-01-18 04:57:32,45,16.05,5.46,App,31.1,Failed,20.5
Germany,Munich,CS-4097,Level 2,Renault Zoe,Renault,52,2025-03-04 23:22:28,2025-03-05 00:28:28,66,28.01,10.24,App,17.5,Aborted,17.2
Canada,Vancouver,CS-4677,Level 1,BYD Han,BYD,76,2025-01-12 23:50:21,2025-01-13 00:52:21,62,35.82,8.16,Subscription,8.7,Aborted,64.1
UK,Manchester,CS-5091,Level 2,Renault Zoe,Renault,52,2025-04-04 07:20:49,2025-04-04 10:16:49,176,35.42,4.43,App,-1.8,Aborted,34.0
UK,Birmingham,CS-3802,Level 1,Hyundai Kona Electric,Hyundai,64,2025-03-15 11:52:14,2025-03-15 13:10:14,78,35.86,6.76,Subscription,-1.9,Completed,51.1
Japan,Osaka,CS-9185,Level 2,Porsche Taycan,Porsche,93,2025-02-18 11:38:02,2025-02-18 12:17:02,39,45.89,14.51,App,5.2,Completed,71.5
USA,New York,CS-7079,Level 1,Kia EV6,Kia,77,2025-02-07 01:27:30,2025-02-07 02:27:30,60,61.6,21.74,Card,11.7,Failed,33.8
Australia,Brisbane,CS-8119,Level 1,Kia EV6,Kia,77,2025-02-17 21:23:49,2025-02-17 23:33:49,130,49.91,8.96,Card,2.4,Failed,88.6
China,Shenzhen,CS-3575,Level 1,Nissan Leaf,Nissan,40,2025-03-29 10:57:53,2025-03-29 13:03:53,126,23.7,2.41,Card,1.9,Aborted,46.8
Canada,Montreal,CS-8399,DC Fast,BYD Han,BYD,76,2025-01-28 09:38:45,2025-01-28 11:57:45,139,26.5,9.11,App,22.6,Failed,64.0
China,Beijing,CS-9159,Level 1,BMW i3,BMW,42,2025-03-26 23:22:14,2025-03-27 00:11:14,49,5.51,0.74,Subscription,33.8,Completed,26.7
UK,Birmingham,CS-3749,DC Fast,Chevy Bolt,Chevrolet,66,2025-03-31 20:40:55,2025-03-31 22:46:55,126,56.37,20.15,Card,-1.6,Aborted,21.9
Canada,Toronto,CS-7664,Level 2,Nissan Leaf,Nissan,40,2025-03-13 22:35:08,2025-03-13 23:32:08,57,36.58,11.77,App,13.9,Aborted,56.8
France,Lyon,CS-1632,DC Fast,BYD Han,BYD,76,2025-02-06 11:14:59,2025-02-06 13:09:59,115,8.62,0.88,Subscription,12.3,Aborted,77.9
Australia,Brisbane,CS-2243,DC Fast,Renault Zoe,Renault,52,2025-02-07 16:39:40,2025-02-07 18:08:40,89,6.74,1.48,Subscription,24.0,Failed,82.4
Norway,Oslo,CS-3086,DC Fast,Tesla Model 3,Tesla,60,2025-01-30 22:35:46,2025-01-31 01:05:46,150,6.05,1.65,Card,5.7,Failed,43.4
Norway,Oslo,CS-6030,DC Fast,Kia EV6,Kia,77,2025-03-17 07:19:22,2025-03-17 10:13:22,174,72.61,14.81,App,-4.2,Aborted,68.1
Norway,Bergen,CS-4837,DC Fast,Kia EV6,Kia,77,2025-01-10 22:49:20,2025-01-11 00:03:20,74,41.55,11.48,App,31.9,Failed,62.6
UK,Manchester,CS-1014,DC Fast,Porsche Taycan,Porsche,93,2025-02-11 21:56:18,2025-02-11 23:57:18,121,78.31,23.64,App,26.8,Completed,59.7
China,Shenzhen,CS-8432,DC Fast,Nissan Leaf,Nissan,40,2025-03-01 11:45:40,2025-03-01 14:03:40,138,9.52,1.52,App,-1.0,Aborted,85.4
Norway,Bergen,CS-9512,Level 2,Chevy Bolt,Chevrolet,66,2025-01-14 11:56:08,2025-01-14 13:04:08,68,38.97,15.58,App,9.3,Completed,24.0
Japan,Tokyo,CS-7916,Level 1,Nissan Leaf,Nissan,40,2025-01-16 01:26:56,2025-01-16 03:07:56,101,20.07,5.73,Subscription,4.0,Aborted,89.5
India,Mumbai,CS-7106,DC Fast,Renault Zoe,Renault,52,2025-04-03 01:48:40,2025-04-03 03:11:40,83,47.13,16.78,Subscription,21.8,Failed,14.0
Norway,Bergen,CS-7382,Level 1,Nissan Leaf,Nissan,40,2025-03-21 19:34:18,2025-03-21 20:16:18,42,32.36,9.15,Subscription,-3.3,Completed,23.4
Germany,Berlin,CS-9193,DC Fast,Audi e-tron,Audi,95,2025-03-06 05:30:41,2025-03-06 06:25:41,55,70.55,22.04,App,24.3,Completed,22.3
India,Delhi,CS-5962,Level 2,BMW i3,BMW,42,2025-02-13 10:27:32,2025-02-13 11:13:32,46,36.4,8.44,Card,4.8,Aborted,37.3
Japan,Tokyo,CS-1694,Level 2,Nissan Leaf,Nissan,40,2025-03-06 15:06:00,2025-03-06 16:29:00,83,18.04,5.89,Subscription,21.6,Completed,70.3
Japan,Osaka,CS-9635,Level 2,Chevy Bolt,Chevrolet,66,2025-03-30 18:21:00,2025-03-30 19:11:00,50,53.91,12.08,App,33.1,Failed,73.6
India,Mumbai,CS-9630,DC Fast,Kia EV6,Kia,77,2025-01-23 04:40:18,2025-01-23 05:32:18,52,60.45,19.06,Card,-1.6,Aborted,42.1
UK,Manchester,CS-6722,DC Fast,Tesla Model 3,Tesla,60,2025-02-20 07:14:37,2025-02-20 09:09:37,115,46.76,13.94,Card,31.1,Completed,88.2
Japan,Osaka,CS-7737,Level 2,Porsche Taycan,Porsche,93,2025-02-27 12:27:26,2025-02-27 14:24:26,117,82.95,25.73,Subscription,24.7,Aborted,10.6
China,Shenzhen,CS-1263,Level 1,BYD Han,BYD,76,2025-02-10 02:48:30,2025-02-10 03:40:30,52,54.72,12.8,Subscription,20.0,Failed,62.2
India,Bangalore,CS-8664,DC Fast,Porsche Taycan,Porsche,93,2025-01-20 11:07:43,2025-01-20 12:12:43,65,82.53,10.34,App,10.6,Failed,69.2
UK,Birmingham,CS-2306,Level 2,Renault Zoe,Renault,52,2025-03-03 06:01:56,2025-03-03 07:28:56,87,15.05,3.82,Subscription,8.6,Failed,22.8
USA,San Francisco,CS-7343,DC Fast,BYD Han,BYD,76,2025-03-10 12:49:46,2025-03-10 14:10:46,81,22.14,7.36,App,34.5,Completed,68.6
India,Delhi,CS-2852,Level 1,Renault Zoe,Renault,52,2025-03-17 22:38:08,2025-03-18 00:23:08,105,10.82,3.54,App,6.9,Failed,10.4
India,Mumbai,CS-4200,DC Fast,BYD Han,BYD,76,2025-04-03 23:36:56,2025-04-04 02:15:56,159,55.74,21.25,Subscription,28.8,Completed,38.0
China,Shenzhen,CS-7181,Level 1,BYD Han,BYD,76,2025-02-24 19:33:46,2025-02-24 20:23:46,50,55.72,14.26,Card,8.1,Failed,25.4
India,Delhi,CS-7909,Level 1,Nissan Leaf,Nissan,40,2025-04-07 22:51:56,2025-04-07 23:43:56,52,29.91,10.42,Card,-2.5,Completed,48.1
Norway,Oslo,CS-2676,Level 2,Audi e-tron,Audi,95,2025-01-28 01:05:22,2025-01-28 03:34:22,149,41.25,11.04,App,18.4,Failed,43.9
Norway,Trondheim,CS-8552,Level 1,Kia EV6,Kia,77,2025-02-05 21:03:48,2025-02-05 23:04:48,121,64.31,9.22,App,23.4,Completed,87.4
Japan,Yokohama,CS-5008,Level 1,Nissan Leaf,Nissan,40,2025-03-14 03:20:17,2025-03-14 04:29:17,69,20.94,2.3,Subscription,9.8,Completed,58.1
Canada,Toronto,CS-8484,Level 1,Nissan Leaf,Nissan,40,2025-02-04 09:49:06,2025-02-04 11:38:06,109,25.01,2.8,Card,9.9,Aborted,34.3
Norway,Oslo,CS-8449,Level 2,BMW i3,BMW,42,2025-01-17 18:40:10,2025-01-17 19:31:10,51,34.0,7.7,App,3.6,Failed,49.1
Germany,Hamburg,CS-7214,DC Fast,Audi e-tron,Audi,95,2025-03-07 22:38:04,2025-03-07 23:10:04,32,83.34,18.77,App,17.6,Aborted,72.5
Norway,Trondheim,CS-2112,Level 2,BYD Han,BYD,76,2025-01-09 04:23:26,2025-01-09 05:11:26,48,59.1,14.86,App,21.7,Completed,79.3
India,Mumbai,CS-9125,Level 2,BYD Han,BYD,76,2025-01-17 02:37:44,2025-01-17 05:31:44,174,34.08,5.79,App,16.6,Failed,81.2
China,Shenzhen,CS-4236,DC Fast,Nissan Leaf,Nissan,40,2025-03-24 01:16:24,2025-03-24 02:13:24,57,29.75,8.08,App,17.4,Completed,61.5
Germany,Berlin,CS-3933,DC Fast,BYD Han,BYD,76,2025-04-05 00:48:31,2025-04-05 03:21:31,153,45.96,5.33,Subscription,2.6,Aborted,50.2
USA,New York,CS-6011,Level 1,Renault Zoe,Renault,52,2025-01-28 15:44:50,2025-01-28 16:45:50,61,50.23,9.17,Card,28.2,Failed,45.5
Japan,Yokohama,CS-3454,Level 1,Audi e-tron,Audi,95,2025-03-16 20:54:56,2025-03-16 22:51:56,117,58.0,14.35,App,12.5,Aborted,11.9
Japan,Osaka,CS-6379,DC Fast,Porsche Taycan,Porsche,93,2025-02-15 14:47:44,2025-02-15 16:07:44,80,13.01,5.13,Card,6.4,Completed,30.4
Germany,Berlin,CS-1386,Level 2,Hyundai Kona Electric,Hyundai,64,2025-03-12 00:11:43,2025-03-12 02:10:43,119,45.04,5.3,Card,-3.9,Completed,33.8
Germany,Munich,CS-5639,Level 1,BMW i3,BMW,42,2025-03-16 20:24:05,2025-03-16 22:24:05,120,38.04,6.75,Card,3.1,Failed,56.9
Norway,Trondheim,CS-2107,Level 2,Renault Zoe,Renault,52,2025-01-26 11:13:39,2025-01-26 13:06:39,113,49.62,8.97,App,17.1,Completed,48.7
Canada,Montreal,CS-5292,DC Fast,Chevy Bolt,Chevrolet,66,2025-01-10 02:14:10,2025-01-10 02:33:10,19,21.42,8.33,Card,4.9,Failed,62.1
UK,Manchester,CS-9020,DC Fast,BYD Han,BYD,76,2025-03-19 16:50:12,2025-03-19 18:49:12,119,36.66,12.97,Card,26.3,Completed,39.9
